https://www.youtube.com/watch?v=WzyWZqBFFaE
44.66,93.42
277.28,283.34
307.86,320.38
655.74,661.0
984.94,1000.76
1273.48,1285.54
2209.28,2217.58
2582.7,2599.98
3467.1,3474.58
3803.18,3813.46
4221.2,4229.26
4257.74,4263.58
5201.28,5212.56
5667.9,5674.66
5772.68,5832.68
7391.24,7421.82
8972.22,8997.14
9729.68,9744.24
